Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Screen_Time_Per_Day,Physical_Activity_Hours,Attendance_Percentage,Healthy_Eating_Score,Academic_Performance
S05209,1.5,10.0,3.8,1.0,72.4,10,56.2
S05210,3.1,6.9,5.6,0.4,77.6,4,33.0
S05211,3.2,8.1,5.5,0.0,89.8,2,54.5
S05212,1.4,6.4,4.2,1.0,83.9,5,31.2
S05213,2.7,7.9,4.5,0.3,69.2,2,60.9
S05214,3.6,8.1,2.1,1.2,80.0,9,53.0
S05215,3.5,7.4,7.8,1.1,98.1,9,45.5
S05216,3.8,9.0,6.4,1.1,87.9,10,66.3
S05217,3.4,5.9,6.3,0.5,85.5,5,49.6
S05218,2.2,6.4,1.8,1.5,81.1,5,50.7
S05219,2.2,7.3,3.8,1.2,80.4,4,49.6
S05220,1.2,8.1,4.3,0.4,90.4,1,37.0
S05221,5.7,7.2,1.1,2.0,86.4,10,63.1
S05222,3.0,8.5,6.8,0.9,92.7,3,47.6
S05223,2.7,6.2,7.9,0.3,90.5,4,32.0
S05224,1.6,5.6,9.1,0.6,85.2,7,29.2
S05225,7.4,7.4,2.9,0.2,88.8,7,81.0
S05226,1.4,6.9,5.2,1.7,79.1,7,36.4
S05227,2.4,7.7,7.6,1.5,84.5,7,49.1
S05228,3.6,7.0,4.5,1.4,98.4,4,52.7
S05229,3.9,6.6,3.9,1.3,85.1,9,56.6
S05230,4.4,6.9,1.3,1.6,82.8,4,61.4
S05231,5.7,7.0,7.3,0.9,87.1,6,62.6
S05232,3.8,6.6,5.0,1.2,73.3,1,47.4
S05233,1.4,6.8,3.5,0.6,87.2,1,32.8
S05234,2.6,6.5,5.6,0.9,100.0,6,47.1
S05235,3.5,8.0,5.3,1.2,76.9,1,49.8
S05236,6.1,7.2,5.3,0.0,87.7,1,63.9
S05237,0.9,9.7,4.6,0.7,84.8,6,48.3
S05238,4.8,7.2,8.2,1.1,84.5,8,38.0
S05239,3.3,6.3,4.7,1.0,84.3,9,42.6
S05240,4.3,10.0,8.2,0.8,92.1,6,47.6
S05241,2.8,7.5,6.1,1.3,74.0,1,46.4
S05242,1.7,8.2,5.7,0.6,91.9,7,30.3
S05243,4.1,7.7,4.8,0.4,85.7,2,41.4
S05244,4.0,7.7,6.9,1.6,67.4,7,56.8
S05245,4.5,7.6,5.2,1.5,88.8,10,68.2
S05246,3.0,5.7,3.1,0.7,86.1,10,37.0
S05247,2.1,7.4,3.1,1.0,76.3,4,44.9
S05248,0.7,5.4,5.8,1.4,86.6,1,17.8
S05249,4.2,6.8,3.2,1.0,71.8,9,49.5
S05250,3.6,6.1,4.9,1.3,78.2,1,30.6
S05251,1.6,7.4,7.1,1.2,85.4,7,39.6
S05252,2.2,7.4,5.6,0.8,68.1,6,38.9
S05253,2.3,7.6,3.6,1.3,73.5,7,44.3
S05254,0.8,7.3,7.8,0.5,75.0,10,35.5
S05255,1.8,6.3,6.1,1.2,85.8,1,45.8
S05256,1.3,6.7,7.0,1.0,89.4,1,19.5
S05257,2.4,8.1,1.0,0.8,76.1,6,60.6
S05258,1.9,8.3,5.7,0.4,75.5,8,40.1
S05259,0.6,5.6,6.7,1.1,86.4,3,19.0
S05260,6.0,5.2,8.4,1.0,86.1,10,61.9
S05261,4.9,6.1,2.1,0.6,78.0,2,52.4
S05262,1.8,8.3,7.4,0.2,100.0,4,38.0
S05263,3.4,8.5,8.3,0.2,86.8,8,46.8
S05264,3.6,5.9,1.0,0.9,83.3,9,58.5
S05265,4.8,7.4,6.0,1.2,81.1,6,52.5
S05266,1.8,9.2,6.2,1.9,95.1,7,43.6
S05267,4.6,7.5,4.3,1.0,90.5,1,76.9
S05268,2.2,8.7,4.0,0.2,67.6,5,45.0
S05269,1.0,8.2,6.3,0.9,78.0,6,14.9
S05270,4.1,5.9,3.8,1.6,80.5,10,45.3
S05271,4.9,6.8,4.6,0.7,84.9,6,57.6
S05272,6.9,7.0,6.6,1.6,91.3,6,69.8
S05273,1.2,7.1,8.5,1.1,74.3,7,45.8
S05274,4.0,8.1,6.1,1.3,84.2,4,46.7
S05275,2.4,7.5,5.3,1.9,100.0,5,41.3
S05276,4.2,4.0,4.0,0.1,85.3,6,53.6
S05277,0.8,5.4,3.0,1.4,78.1,9,53.5
S05278,1.1,4.4,7.2,1.0,71.7,4,17.3
S05279,1.8,7.2,4.7,0.5,80.1,4,29.3
S05280,3.1,7.3,7.3,0.9,74.2,7,47.8
S05281,2.0,7.3,4.3,1.8,81.1,1,27.6
S05282,4.0,5.8,3.7,1.7,90.4,7,51.6
S05283,4.5,7.8,5.8,0.0,85.4,8,54.9
S05284,3.9,7.9,4.8,0.6,80.2,2,61.8
S05285,5.4,5.5,2.6,1.5,67.1,4,48.6
S05286,3.6,5.2,8.6,1.0,93.3,4,32.7
S05287,1.2,7.0,3.7,1.0,81.5,10,51.4
S05288,5.0,9.2,6.9,0.2,86.1,10,57.4
S05289,2.1,9.0,6.7,0.6,75.9,6,41.2
S05290,4.4,7.7,2.5,0.3,80.9,7,53.9
S05291,5.4,6.1,3.0,0.2,79.2,7,48.5
S05292,3.7,8.1,4.4,0.4,71.7,4,59.3
S05293,0.8,6.5,3.3,0.5,75.9,3,25.6
S05294,1.6,6.1,8.5,0.6,84.9,4,10.6
S05295,5.0,4.4,4.6,0.6,88.0,9,40.1
S05296,2.7,7.1,6.8,1.5,78.2,10,32.1
S05297,3.1,6.2,6.0,0.5,73.0,7,62.3
S05298,4.1,7.1,5.5,1.7,81.4,3,52.0
S05299,4.0,4.2,5.1,0.8,92.8,3,47.7
S05300,3.4,7.2,7.5,1.2,75.6,5,35.8
S05301,2.7,4.1,3.3,1.2,85.1,8,40.3
S05302,2.5,8.3,8.5,0.6,78.4,5,41.8
S05303,4.3,7.6,2.4,0.8,96.3,6,39.9
S05304,3.8,6.7,6.6,0.7,79.9,9,39.4
S05305,2.6,7.7,2.2,1.2,91.6,9,40.5
S05306,4.6,5.8,4.4,0.9,95.2,6,39.2
S05307,2.8,7.1,5.2,0.6,100.0,5,43.5
S05308,1.7,8.0,4.0,1.1,71.5,8,39.9
S05309,1.9,4.0,4.6,1.2,71.0,1,34.5
S05310,1.5,6.5,2.2,1.9,96.7,3,31.6
S05311,2.6,7.0,3.0,1.0,95.0,6,51.0
S05312,4.9,6.8,6.0,1.0,78.8,8,62.3
S05313,1.8,8.7,5.1,1.2,52.6,6,31.1
S05314,3.3,5.7,3.6,0.5,85.8,10,43.0
S05315,2.0,6.3,7.6,0.1,69.8,6,42.2
S05316,2.6,4.7,2.6,0.8,76.7,4,40.6
S05317,0.7,8.8,4.3,1.5,86.8,7,30.7
S05318,2.7,6.7,4.0,1.6,88.2,7,34.7
S05319,2.7,6.5,6.2,0.1,100.0,1,38.0
S05320,3.8,6.9,5.1,1.3,81.3,3,56.1
S05321,3.3,7.8,4.8,0.0,75.2,9,55.6
S05322,1.2,7.4,1.3,1.2,94.2,6,49.2
S05323,4.6,10.0,6.7,1.2,88.8,4,60.7
S05324,3.3,7.5,4.6,0.1,81.4,8,44.4
S05325,3.3,6.4,5.2,1.5,85.3,7,28.8
S05326,3.0,6.3,3.5,1.9,81.2,10,49.1
S05327,2.2,6.5,3.2,1.0,91.9,6,42.1
S05328,3.3,5.2,8.0,1.1,100.0,4,35.2
S05329,3.7,7.0,1.5,1.7,77.7,4,70.1
S05330,0.4,7.9,2.9,0.4,89.2,8,35.4
S05331,2.2,6.3,8.0,0.4,69.7,3,29.2
S05332,2.6,6.0,6.3,0.6,74.3,9,25.8
S05333,3.4,8.8,4.3,1.0,90.6,8,61.9
S05334,4.8,5.3,7.5,1.0,84.3,4,40.7
S05335,1.8,4.5,5.9,0.7,73.9,3,51.4
S05336,2.3,5.6,5.5,0.8,85.1,4,42.6
S05337,2.2,5.2,5.5,0.7,93.8,2,54.0
S05338,1.8,7.5,5.9,0.8,70.5,6,35.2
S05339,2.5,6.6,6.0,0.6,100.0,3,35.4
S05340,4.2,6.7,9.4,0.6,90.7,3,51.0
S05341,1.4,8.4,4.6,0.0,90.9,1,44.0
S05342,3.6,6.2,4.7,0.9,85.0,8,56.3
S05343,0.4,7.9,2.5,0.0,100.0,8,42.8
S05344,2.2,8.8,4.9,1.4,94.6,9,48.6
S05345,2.5,6.5,8.7,0.7,81.3,5,35.1
S05346,5.5,7.9,7.0,0.9,92.6,4,54.0
S05347,2.6,6.7,3.9,0.8,77.7,9,29.7
S05348,0.0,8.1,5.1,0.9,82.2,3,36.4
S05349,0.0,5.1,2.4,1.6,99.7,4,39.0
S05350,3.1,5.0,3.1,0.3,88.9,8,38.9
S05351,3.9,6.5,5.3,0.2,91.6,2,42.8
S05352,3.6,5.9,4.0,1.1,96.7,3,48.3
S05353,3.3,6.4,2.9,0.8,90.5,3,50.2
S05354,4.7,6.7,6.0,1.2,76.9,8,63.6
S05355,2.2,7.9,4.8,1.4,100.0,2,52.2
S05356,4.3,6.5,1.9,0.4,90.2,8,48.9
S05357,0.6,6.0,1.0,1.3,90.9,7,24.8
S05358,1.6,6.6,3.9,0.5,85.6,1,38.7
S05359,0.3,6.1,1.8,1.0,96.1,8,46.8
S05360,2.6,5.9,1.3,0.4,100.0,1,58.4
S05361,2.9,5.1,7.3,1.1,81.2,9,16.9
S05362,3.2,7.1,4.8,1.0,95.7,1,52.7
S05363,3.1,6.3,4.5,0.4,85.3,5,44.5
S05364,1.6,8.2,4.6,0.3,65.0,8,24.2
S05365,2.7,5.3,2.7,1.4,71.0,4,49.6
S05366,0.8,6.3,5.8,0.8,89.2,6,44.2
S05367,5.0,9.2,4.7,1.5,95.1,1,73.0
S05368,2.5,5.9,3.5,0.7,91.1,3,57.2
S05369,2.3,6.7,3.8,1.7,92.7,5,49.2
S05370,5.4,5.5,2.5,0.5,100.0,2,55.9
S05371,1.1,5.4,4.2,1.7,90.3,1,35.7
S05372,1.3,8.9,4.5,1.1,82.4,9,36.8
S05373,1.4,7.2,4.1,1.2,83.7,8,33.9
S05374,2.9,7.2,5.1,0.5,100.0,3,47.9
S05375,3.6,5.0,4.8,1.4,72.3,6,41.0
S05376,4.1,7.4,5.5,1.4,97.4,8,72.3
S05377,6.9,8.4,6.9,0.8,85.2,6,67.8
S05378,0.0,8.4,6.2,0.0,76.7,8,30.7
S05379,3.9,7.8,6.9,0.4,70.5,3,51.0
S05380,2.2,5.6,3.3,0.4,99.8,4,46.9
S05381,2.1,7.4,4.0,1.2,76.4,8,30.3
S05382,2.1,7.8,6.3,0.8,85.6,10,56.4
S05383,1.6,4.8,6.3,0.8,75.3,10,35.9
S05384,5.5,5.7,3.6,0.7,100.0,8,63.6
S05385,4.3,8.1,6.2,1.7,86.0,6,86.0
S05386,3.0,8.1,3.1,1.0,71.5,10,51.2
S05387,5.0,5.1,6.0,1.1,80.7,6,43.2
S05388,0.7,8.0,4.9,0.7,98.9,9,27.0
S05389,1.0,7.1,2.2,1.0,75.2,8,60.3
S05390,0.0,7.9,4.1,0.5,81.4,3,29.1
S05391,2.0,6.2,9.4,1.2,96.9,7,52.6
S05392,3.2,7.8,5.4,0.4,88.4,9,55.2
S05393,3.2,8.0,9.6,1.4,72.8,10,47.0
S05394,3.2,6.6,2.1,0.6,87.2,3,53.4
S05395,0.9,7.0,6.5,1.5,83.5,9,23.1
S05396,4.2,6.2,1.0,2.0,85.5,5,64.8
S05397,3.4,9.0,5.0,1.0,94.5,10,61.1
S05398,4.1,6.9,6.3,1.7,87.4,9,65.2
S05399,0.2,5.9,6.7,1.4,84.1,1,29.4
S05400,3.5,6.1,3.4,0.3,83.6,4,47.9
S05401,1.2,7.2,7.1,1.1,95.8,9,28.5
S05402,2.4,7.9,3.9,1.3,77.8,9,54.4
S05403,3.8,5.4,4.7,1.3,63.3,6,44.7
S05404,3.1,9.2,4.1,1.1,82.7,10,61.6
S05405,1.7,7.4,2.7,1.1,88.8,6,42.1
S05406,3.0,7.6,8.1,1.0,80.8,3,42.0
S05407,0.7,6.9,5.1,1.1,79.7,10,22.0
S05408,4.7,7.0,7.2,0.4,81.4,5,42.9
S05409,2.7,6.8,7.1,0.9,84.8,8,24.3
S05410,4.7,8.2,3.1,0.3,72.0,2,58.1
S05411,2.2,7.0,7.4,0.8,91.6,2,25.7
S05412,2.2,7.9,6.0,0.7,58.4,4,39.9
S05413,1.9,6.5,2.9,0.7,90.4,9,43.8
S05414,4.3,7.2,5.9,0.5,88.1,5,55.3
S05415,1.9,6.0,3.0,1.1,90.0,3,21.9
S05416,4.0,8.5,8.2,0.8,65.7,8,43.6
S05417,2.4,6.0,6.6,0.8,87.9,7,40.4
S05418,0.0,6.6,4.9,0.3,79.6,9,30.7
S05419,2.1,6.6,7.5,0.9,100.0,10,40.1
S05420,1.2,6.6,1.8,1.6,88.6,6,52.3
S05421,3.1,7.9,3.5,1.6,73.2,2,43.3
S05422,1.2,6.6,4.5,1.2,68.1,1,25.5
S05423,4.4,8.7,9.5,0.9,78.9,5,46.6
S05424,2.9,6.0,2.9,1.3,93.1,7,43.3
S05425,2.7,7.2,1.6,0.7,96.5,7,61.8
S05426,4.0,6.1,2.1,0.9,86.8,2,50.4
S05427,4.4,7.5,6.8,0.6,85.8,6,56.5
S05428,3.0,7.0,3.8,1.5,81.7,1,40.0
S05429,1.8,6.8,4.7,1.4,84.8,1,48.3
S05430,0.3,8.4,6.5,1.0,97.2,2,24.1
S05431,2.0,6.2,4.7,1.9,81.5,5,33.9
S05432,2.1,7.7,5.4,1.2,91.6,10,40.0
S05433,3.2,6.1,6.1,1.2,79.7,10,56.5
S05434,2.5,7.1,4.1,1.1,95.1,2,55.3
S05435,4.0,5.6,4.7,0.4,90.8,10,47.7
S05436,2.1,6.2,5.5,0.6,94.7,3,23.7
S05437,2.9,6.9,6.7,1.0,100.0,9,46.8
S05438,4.8,9.2,3.4,1.0,59.2,5,73.7
S05439,3.5,7.1,1.0,1.3,92.5,3,68.6
S05440,2.9,9.0,6.4,0.7,89.7,5,59.0
S05441,2.1,7.3,6.9,1.0,89.5,3,27.7
S05442,2.1,6.5,5.4,1.0,87.4,5,33.1
S05443,1.7,8.8,5.5,1.1,87.4,10,53.5
S05444,2.2,7.5,3.9,1.0,88.4,6,51.7
S05445,4.1,6.2,6.0,0.3,94.1,9,48.6
S05446,2.7,7.6,6.7,0.0,93.3,2,43.2
S05447,1.0,6.6,5.1,0.5,84.8,3,27.7
S05448,5.7,4.6,10.0,0.7,83.1,6,22.9
S05449,3.5,8.1,1.9,0.4,85.2,2,59.3
S05450,0.9,8.3,5.3,1.0,80.9,8,53.3
S05451,2.3,9.2,2.7,1.5,100.0,10,63.7
S05452,3.2,7.5,6.8,1.4,72.3,7,47.4
S05453,5.6,6.7,1.8,1.2,92.5,1,60.1
S05454,1.3,8.0,2.3,1.5,92.4,5,54.3
S05455,4.5,8.0,3.7,0.5,79.7,5,54.3
S05456,5.1,9.0,5.5,0.8,88.0,1,87.2
S05457,2.1,6.9,3.8,1.3,97.6,6,47.9
S05458,2.6,6.8,3.8,0.8,81.7,2,42.7
S05459,1.4,6.1,4.6,0.8,98.1,3,45.0
S05460,2.7,7.6,4.5,1.9,96.2,5,54.5
S05461,2.9,5.1,8.0,1.0,77.9,6,20.2
S05462,4.0,7.9,6.4,1.9,73.9,2,51.7
S05463,4.6,7.7,4.4,0.1,86.7,4,60.1
S05464,1.9,7.7,9.2,0.7,72.6,3,37.2
S05465,0.0,7.2,6.0,1.2,56.0,1,19.5
S05466,3.0,8.8,3.1,1.0,80.1,4,62.7
S05467,3.4,8.0,5.5,0.0,100.0,6,31.3
S05468,3.4,6.3,6.1,0.9,80.5,10,46.7
S05469,2.5,6.3,3.6,2.2,88.8,7,52.5
S05470,3.2,5.9,2.9,1.1,92.0,6,69.6
S05471,5.3,7.7,5.2,1.3,84.6,1,65.4
S05472,3.6,5.8,4.3,0.7,81.7,5,35.1
S05473,2.4,8.3,8.0,1.1,97.3,5,45.8
S05474,2.2,8.6,6.5,1.0,85.4,6,33.3
S05475,2.7,5.9,3.7,1.6,84.1,5,51.1
S05476,5.5,6.8,5.9,1.5,93.0,9,66.5
S05477,2.7,7.0,7.5,1.2,74.7,6,32.9
S05478,3.0,8.1,2.2,1.0,72.4,9,42.1
S05479,2.3,8.9,3.0,0.2,68.8,4,79.9
S05480,4.6,5.0,5.0,0.1,90.7,3,42.8
S05481,5.9,6.6,5.1,1.0,83.4,6,62.6
S05482,3.7,6.7,4.9,1.4,93.3,1,52.7
S05483,3.1,5.3,4.4,1.7,85.5,10,42.5
S05484,3.1,6.4,4.3,0.6,71.3,5,47.4
S05485,0.0,7.5,5.8,0.2,81.4,2,33.9
S05486,4.1,6.7,7.3,1.5,94.0,6,63.1
S05487,3.2,5.1,4.0,0.6,82.4,3,31.8
S05488,3.6,10.0,9.9,0.2,96.9,9,45.1
S05489,1.9,7.3,8.9,0.8,80.5,2,35.1
S05490,2.4,7.1,7.7,0.7,92.2,1,51.5
S05491,2.4,5.7,6.2,1.7,67.2,7,20.0
S05492,4.5,7.3,9.0,1.4,82.7,5,52.5
S05493,2.4,6.8,4.4,0.6,81.1,1,51.1
S05494,6.1,4.7,3.3,1.7,71.0,5,75.5
S05495,3.6,5.7,3.9,1.1,96.1,4,59.0
S05496,1.1,8.0,3.0,1.5,78.6,1,38.8
S05497,2.8,9.3,5.2,1.7,77.6,8,65.3
S05498,2.0,7.4,5.6,0.9,98.0,4,25.6
S05499,0.0,8.3,5.4,1.3,86.6,10,48.0
S05500,5.4,6.8,5.0,0.8,92.8,7,70.1
S05501,4.1,6.9,5.3,1.5,68.0,6,48.8
S05502,3.8,8.3,8.5,1.0,77.0,9,52.9
S05503,3.2,9.0,6.2,1.5,100.0,1,51.2
S05504,0.9,8.6,6.8,1.8,93.5,10,36.7
S05505,2.3,5.7,5.4,1.3,74.3,9,45.5
S05506,4.3,6.9,1.8,1.0,87.3,8,67.0
S05507,1.4,7.3,1.4,1.0,75.0,5,44.7
S05508,0.0,6.7,9.2,0.0,98.9,3,22.2
S05509,2.7,7.5,3.9,0.6,62.3,10,69.4
S05510,2.8,8.0,3.8,1.5,87.8,2,58.6
S05511,3.2,8.2,5.5,1.5,87.6,9,46.6
S05512,4.1,9.0,6.1,0.6,73.9,3,58.3
S05513,4.0,6.6,6.4,1.1,82.3,4,21.1
S05514,3.4,5.4,8.5,0.9,88.8,6,42.1
S05515,4.8,7.4,8.0,1.3,67.2,5,48.2
S05516,0.7,9.3,3.4,2.1,72.2,6,31.1
S05517,3.8,6.4,6.9,1.4,83.4,2,53.0
S05518,3.9,7.8,4.2,0.7,76.7,5,59.6
S05519,1.1,7.8,4.7,1.0,80.4,4,42.6
S05520,0.7,7.2,2.8,1.7,84.8,1,51.8
S05521,1.9,7.0,1.6,0.3,75.9,4,47.5
S05522,2.0,5.9,4.9,0.7,84.7,2,41.5
S05523,4.1,4.3,3.1,1.4,88.0,7,44.0
S05524,2.1,5.7,6.9,1.6,92.8,7,45.2
S05525,1.7,6.5,4.4,1.3,72.5,5,34.0
S05526,2.1,8.3,5.6,0.7,78.7,1,45.4
S05527,4.7,6.9,7.7,1.3,90.9,1,51.6
S05528,3.0,6.4,2.0,1.2,70.2,7,54.0
S05529,2.7,5.9,3.6,1.2,86.1,10,44.0
S05530,2.8,7.8,5.4,1.0,85.3,1,57.6
S05531,4.9,8.6,5.6,1.0,59.1,2,60.3
S05532,1.9,8.3,7.2,0.5,80.1,4,34.8
S05533,5.0,7.7,6.7,2.2,88.3,5,57.0
S05534,3.3,5.2,5.2,1.1,82.9,1,41.4
S05535,2.8,6.6,5.6,1.3,80.3,1,44.8
S05536,6.8,9.3,5.7,0.9,86.6,3,65.9
S05537,1.4,8.3,2.1,1.4,94.9,1,47.2
S05538,2.5,5.2,4.7,0.4,90.4,3,46.0
S05539,1.2,6.9,5.5,0.1,77.4,5,29.0
S05540,4.4,7.4,5.9,1.0,70.4,3,64.8
S05541,5.5,6.1,3.2,2.0,90.2,10,61.9
S05542,5.5,4.2,2.5,1.6,73.2,8,57.4
S05543,4.8,7.1,4.5,0.6,79.7,5,63.6
S05544,2.7,6.1,8.9,1.3,87.0,5,59.4
S05545,2.5,6.1,3.4,0.7,96.5,6,40.8
S05546,0.5,6.6,7.3,1.2,97.9,4,23.5
S05547,6.1,6.8,8.2,1.3,85.6,5,72.2
S05548,3.7,7.0,5.1,1.5,79.9,6,50.2
S05549,2.3,5.9,3.6,0.2,73.0,6,41.5
S05550,5.0,6.7,6.0,0.4,100.0,5,58.2
S05551,1.5,4.9,5.4,1.0,82.1,10,24.5
S05552,3.6,7.4,3.3,0.5,91.8,6,51.0
S05553,2.7,4.0,3.7,0.4,87.0,9,15.5
S05554,4.0,6.7,5.9,1.1,80.0,8,52.9
S05555,2.9,8.1,6.9,0.5,79.6,4,25.9
S05556,0.8,5.7,4.4,2.1,71.2,2,42.9
S05557,3.1,7.9,4.9,0.7,96.2,4,57.1
S05558,4.6,8.4,6.3,0.9,83.8,6,56.0
S05559,3.0,4.0,4.7,1.1,99.3,10,48.7
S05560,4.2,6.8,4.4,0.2,80.5,7,63.5
S05561,1.4,4.0,3.5,1.3,82.0,4,26.2
S05562,3.0,6.9,3.5,1.2,73.7,3,39.0
S05563,2.1,7.0,10.3,0.8,81.9,1,33.6
S05564,4.1,4.0,4.6,1.1,72.6,7,56.3
S05565,3.0,9.3,7.7,1.2,89.0,1,53.9
S05566,4.0,7.3,8.4,1.7,86.1,8,48.2
S05567,4.6,6.0,4.6,2.3,99.7,5,54.4
S05568,4.0,8.8,5.7,0.5,70.4,8,55.4
S05569,3.4,4.8,5.2,0.4,97.2,2,19.6
S05570,1.5,5.5,1.8,1.1,75.2,3,50.3
S05571,3.0,4.2,1.9,0.0,88.4,4,65.9
S05572,2.2,9.2,5.1,1.3,73.5,2,38.8
S05573,2.5,7.4,4.2,1.1,87.0,4,42.9
S05574,2.4,7.8,8.8,1.2,59.9,6,32.5
S05575,1.5,7.4,4.5,0.8,78.3,7,27.0
S05576,0.1,7.7,8.9,1.1,86.1,6,27.2
S05577,2.0,7.1,4.0,1.2,100.0,7,48.4
S05578,3.3,7.3,8.8,1.1,63.7,2,45.8
S05579,1.0,7.1,6.0,0.3,85.0,1,29.4
S05580,3.0,6.3,6.1,1.1,79.8,9,68.8
S05581,5.9,6.9,4.0,1.9,65.8,7,66.1
S05582,4.5,7.3,6.2,1.1,73.8,2,53.8
S05583,5.5,7.1,8.4,1.1,80.3,7,44.8
S05584,3.6,5.2,4.7,1.8,89.7,4,42.8
S05585,4.8,5.4,4.3,0.6,85.9,3,47.1
S05586,1.9,8.3,4.5,1.4,71.9,4,37.0
S05587,2.0,6.6,8.2,0.7,66.7,5,40.1
S05588,0.0,7.7,6.7,1.5,89.2,9,24.2
S05589,4.8,5.7,7.9,1.4,83.0,4,43.4
S05590,5.3,5.2,5.6,0.8,100.0,9,61.0
S05591,2.2,6.0,5.1,0.9,81.5,4,35.8
S05592,2.6,6.7,5.8,1.5,96.4,1,50.3
S05593,1.9,6.2,7.1,0.1,90.4,1,24.1
S05594,3.6,8.6,4.5,0.8,93.2,4,41.1
S05595,4.7,7.2,7.7,1.3,89.3,4,54.3
S05596,0.4,9.2,5.7,0.8,89.5,10,51.2
S05597,3.6,7.5,1.0,1.1,62.1,7,70.0
S05598,2.6,4.1,6.8,0.0,82.6,1,30.8
S05599,3.2,8.3,2.5,0.6,78.4,5,58.5
S05600,3.7,5.2,6.7,1.3,97.7,10,45.0
S05601,2.7,7.3,6.8,0.6,75.0,8,19.6
S05602,2.8,6.1,5.7,0.3,82.2,8,42.0
S05603,2.7,9.6,6.1,1.5,93.0,7,49.9
S05604,4.5,8.7,7.2,1.3,88.0,4,72.1
S05605,3.6,6.1,4.0,0.5,86.7,7,47.0
S05606,3.3,6.8,6.6,1.1,96.1,1,46.7
S05607,1.1,7.3,7.3,0.5,87.6,6,20.9
S05608,2.4,8.0,8.5,0.9,79.6,7,49.7
S05609,4.3,7.0,2.8,1.1,72.0,3,58.8
S05610,3.1,5.8,5.8,0.6,89.9,8,42.4
S05611,4.0,6.1,3.1,1.4,77.3,8,80.0
S05612,5.6,7.0,3.0,1.4,82.6,8,69.9
S05613,4.6,8.5,5.7,1.1,95.8,5,81.3
S05614,3.1,7.5,5.2,1.2,82.8,7,27.8
S05615,2.2,6.1,7.3,0.3,80.6,5,37.7
S05616,0.0,7.8,4.3,1.7,82.2,8,41.3
S05617,2.7,6.5,4.7,1.0,82.5,9,33.6
S05618,2.5,8.1,5.4,0.5,75.1,4,48.4
S05619,3.6,10.0,3.3,1.1,100.0,4,57.0
S05620,2.8,6.6,3.6,1.4,79.5,7,45.4
S05621,2.5,8.0,7.2,1.3,92.8,7,40.3
S05622,0.3,6.1,3.9,0.5,74.8,8,23.8
S05623,1.6,6.9,7.4,1.4,90.5,7,28.3
S05624,3.7,7.0,6.2,1.0,86.7,7,30.4
S05625,5.6,6.8,1.9,1.3,85.3,6,66.1
S05626,2.9,10.0,6.1,0.6,86.7,6,59.0
S05627,3.5,6.6,6.0,1.5,89.2,10,52.9
S05628,4.4,7.7,5.8,1.1,82.7,3,32.0
S05629,1.8,4.7,4.7,1.6,83.2,4,20.7
S05630,3.6,7.5,3.1,0.2,90.8,10,63.4
S05631,1.9,8.4,7.7,0.3,73.6,4,26.0
S05632,4.3,6.4,4.8,0.9,72.0,9,61.8
S05633,3.2,4.0,3.2,1.7,86.8,6,52.8
S05634,3.4,7.0,5.9,2.0,64.9,10,61.2
S05635,1.8,7.0,3.5,0.6,68.2,3,20.2
S05636,4.1,7.9,3.1,1.0,100.0,4,68.8
S05637,6.1,9.4,4.2,1.1,100.0,6,77.8
S05638,1.5,6.5,3.7,1.4,79.3,6,33.3
S05639,2.5,6.0,3.2,1.4,95.0,5,47.5
S05640,3.3,5.6,6.6,0.4,95.3,1,37.2
S05641,4.2,7.2,4.8,1.0,89.7,10,34.3
S05642,2.2,7.6,7.5,0.0,84.2,6,21.7
S05643,0.0,6.3,3.3,1.4,91.3,4,21.1
S05644,5.0,7.9,1.5,0.8,93.0,8,76.9
S05645,4.1,7.6,5.3,0.4,91.4,10,61.5
S05646,0.4,7.1,8.7,1.2,69.5,1,24.9
S05647,2.1,5.9,6.1,0.8,100.0,5,23.9
S05648,5.4,6.4,11.4,1.6,100.0,4,36.3
S05649,5.2,4.1,5.7,0.6,65.9,5,41.0
S05650,4.4,7.3,5.5,2.1,90.1,9,73.5
S05651,2.7,7.0,1.0,1.4,100.0,7,44.9
S05652,3.1,7.2,5.9,1.6,95.0,3,36.6
S05653,2.8,7.6,5.3,0.5,95.1,3,50.2
S05654,4.7,7.5,4.2,1.9,70.6,7,70.5
S05655,1.7,6.9,4.7,0.4,92.9,1,33.7
S05656,1.8,7.1,4.9,0.9,87.4,8,53.2
S05657,4.5,5.3,4.6,1.7,92.8,3,49.4
S05658,2.9,6.3,9.2,1.3,74.6,8,32.6
S05659,5.1,7.1,4.3,0.4,74.3,8,47.2
S05660,2.0,6.1,5.3,1.6,83.6,2,43.7
S05661,2.9,8.0,4.2,1.2,81.2,3,38.6
S05662,1.6,6.2,6.6,0.8,83.4,10,15.7
S05663,3.0,7.3,5.4,0.2,80.2,1,43.6
S05664,0.8,7.1,4.4,1.2,83.0,6,26.6
S05665,2.3,7.9,1.1,0.9,78.3,3,45.4
S05666,0.8,8.1,5.5,1.1,84.5,9,47.4
S05667,4.0,7.8,4.4,0.2,70.8,1,57.8
S05668,4.1,4.5,4.9,0.8,90.1,8,53.4
S05669,0.4,8.4,2.6,1.2,87.6,7,43.6
S05670,5.0,8.8,7.9,1.9,72.4,7,35.5
S05671,6.7,6.4,6.7,0.9,98.3,8,60.2
